Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1592|3002076|160|85122099|100|6|0|482|2023-03-23 12:03:00|
1592|3002076|160|85129007|101|3|0|110|2023-03-23 12:03:00|
1592|3002076|160|85129007|102|3|0|17|2023-03-23 12:03:00|
1592|3002076|160|85364199|103|3|0|42|2023-03-23 12:03:00|
1592|3002076|160|85365099|104|3|0|171|2023-03-23 12:03:00|
1592|3002076|160|85365099|105|3|0|115|2023-03-23 12:03:00|
1592|3002076|160|85365099|106|3|0|55|2023-03-23 12:03:00|
1592|3002076|160|85369099|107|3|0|60|2023-03-23 12:03:00|
1592|3002076|160|85369099|108|3|0|26|2023-03-23 12:03:00|
1592|3002076|160|85371099|109|3|0|1618|2023-03-23 12:03:00|
1592|3002076|160|85371099|110|3|0|170|2023-03-23 12:03:00|
1592|3002076|160|85389001|111|3|0|16|2023-03-23 12:03:00|
1592|3002076|160|85443099|112|3|0|2745|2023-03-23 12:03:00|
1592|3002076|160|85443099|112|6|0|811|2023-03-23 12:03:00|
1592|3002076|160|85443099|113|3|0|1109|2023-03-23 12:03:00|
1592|3002076|160|85443099|113|6|0|328|2023-03-23 12:03:00|
1592|3002076|160|85443099|114|3|0|69|2023-03-23 12:03:00|
1592|3002076|160|85443099|114|6|0|20|2023-03-23 12:03:00|
1592|3002076|160|85444299|115|3|0|247|2023-03-23 12:03:00|
