Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
1925|5001394|160|39269099|219|XP|A1|U|2025-11-13 11:32:07|
3471|5600860|160|84213199|35|PS|XIX||2025-11-14 16:30:07|
3471|5600858|160|85044099|22|EN|ENOM|NOM-058-SCFI-2017|2025-11-14 17:16:03|
1925|5700240|160|39269099|75|XP|S3|U|2025-11-13 11:24:02|
1925|5700242|160|87082999|12|PS|XIX||2025-11-13 11:23:02|
1925|5700335|160|84152001|46|PS|XIX||2025-11-21 12:21:01|
3471|5600866|160|39269099|6|XP|S1|U|2025-11-14 16:09:02|
1925|5001386|160|87085099|95|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
1925|5700238|160|73181599|37|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
1925|5001386|160|87088007|80|PS|XIX||2025-11-13 13:04:02|
1925|5700200|160|87089199|35|PS|XIX||2025-11-13 10:25:05|
3471|5600862|160|83100099|149|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5700331|160|87082999|63|PS|XIX||2025-11-21 12:15:02|
3471|5600792|160|73181599|46|EC|1||2025-11-14 17:05:01|
1925|5001386|160|87082999|182|PS|XIX||2025-11-13 13:04:02|
1925|5700242|160|87082999|6|PS|XIX||2025-11-13 11:23:02|
3471|5600860|160|87082922|47|PS|XIX||2025-11-14 16:30:07|
1925|5700204|160|87088099|43|PS|XIX||2025-11-13 10:37:02|
3471|5600864|160|87082999|45|PS|XIX||2025-11-14 16:48:03|
1925|5001386|160|87082999|175|PS|XIX||2025-11-13 13:04:02|
3471|5600860|160|73182403|31|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:07|
3471|5600779|160|39232991|1|XP|A1|U|2025-11-21 12:26:01|
3471|5600866|160|87082999|39|PS|XIX||2025-11-14 16:09:02|
1925|5700216|160|87082999|48|PS|XIX||2025-11-12 18:20:01|
1925|5001390|160|87082999|68|PS|XIX||2025-11-13 13:04:03|
3471|5600862|160|73181606|105|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5100827|160|87082999|179|PS|XIX||2025-11-12 16:35:05|
3471|5600798|160|85365099|127|EN|X|NOM-024-SCFI-2013|2025-11-14 16:30:06|
1925|5700336|160|73269099|4|XP|T1|U|2025-11-21 12:23:00|
1925|5700240|160|39269099|62|XP|A1|U|2025-11-13 11:24:02|
1925|5001386|160|87082999|73|PS|XIX||2025-11-13 13:04:02|
1925|5700238|160|73181599|119|EC|1||2025-11-13 14:41:01|
3471|5600794|160|87082999|63|PS|XIX||2025-11-14 15:50:01|
1925|5001390|160|87087099|65|EN|U|NOM-050-SCFI-2004|2025-11-13 13:04:03|
3471|5600798|160|39269099|30|XP|S1|U|2025-11-14 16:30:06|
3471|5600796|160|87082999|53|PS|XIX||2025-11-14 17:16:03|
3471|5600794|160|40169901|17|PS|XIX||2025-11-14 15:50:01|
3471|5600778|160|87082999|186|PS|XIX||2025-11-21 18:31:03|
3471|5600866|160|87082999|76|PS|XIX||2025-11-14 16:09:02|
1925|5700214|160|85124001|73|EN|X|NOM-024-SCFI-2013|2025-11-12 18:15:01|
3471|5600864|160|87082101|36|EN|X|NOM-119-SCFI-2000|2025-11-14 16:48:03|
3471|5600862|160|83082001|148|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5100827|160|73181599|6|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:05|
1925|5001386|160|39269099|129|XP|S3|U|2025-11-13 13:04:02|
3471|5600776|160|87087006|115|PS|XIX||2025-11-21 18:08:02|
1925|5001390|160|87082999|18|PS|XIX||2025-11-13 13:04:03|
3471|5600796|160|85182202|14|EN|X|NOM-032-ENER-2013|2025-11-14 17:16:03|
3471|5600794|160|39269099|7|EN|U|NOM-002-CONAGUA-2021|2025-11-14 15:50:01|
3471|5600794|160|39269099|7|XP|S1|U|2025-11-14 15:50:01|
3471|5600860|160|39269099|13|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:07|
3471|5600866|160|85365099|24|EN|U|NOM-003-SCFI-2014|2025-11-14 16:09:02|
1925|5700238|160|85365099|133|EN|U|NOM-003-SCFI-2014|2025-11-13 14:41:01|
1925|5001395|160|73269099|9|XP|T1|U|2025-11-13 11:32:04|
1925|5700343|160|85365099|27|EN|U|NOM-003-SCFI-2014|2025-11-22 10:57:01|
3471|5600792|160|73181599|53|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5700214|160|73269099|2|XP|T9|U|2025-11-12 18:15:01|
3471|5600862|160|73181599|57|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600862|160|87082999|189|PS|XIX||2025-11-14 16:48:01|
1925|5700235|160|73269099|2|XP|T9|U|2025-11-13 10:48:03|
1925|5700202|160|87087099|8|EN|X|NOM-086-1-SCFI-2020|2025-11-13 10:26:04|
3471|5600788|160|73269099|7|XP|T3|U|2025-11-20 10:54:04|
3471|5600862|160|87089999|240|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600794|160|84213199|28|PS|XIX||2025-11-14 15:50:01|
1925|5700230|160|87082999|12|PS|XIX||2025-11-13 09:40:03|
1925|5700238|160|73182291|55|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
1925|5001388|160|87082999|21|PS|XIX||2025-11-13 13:04:02|
3471|5600794|160|87082999|55|PS|XIX||2025-11-14 15:50:01|
3471|5600798|160|73262006|102|EN|U|NOM-050-SCFI-2004|2025-11-14 16:30:06|
3471|5600792|160|87082999|161|PS|XIX||2025-11-14 17:05:01|
3471|5600778|160|39269099|16|XP|S1|U|2025-11-21 18:31:03|
3471|5600863|160|73269099|5|XP|T3|U|2025-11-14 16:10:03|
1925|5700236|160|39269099|32|XP|S1|U|2025-11-13 10:49:01|
3471|5600795|160|73269099|2|XP|T9|U|2025-11-14 15:49:02|
3471|5600866|160|87082999|69|PS|XIX||2025-11-14 16:09:02|
1925|5700236|160|39269020|3|PS|XIX||2025-11-13 10:49:01|
3471|5600866|160|87082999|51|PS|XIX||2025-11-14 16:09:02|
3471|5600778|160|82060001|108|PS|XIX||2025-11-21 18:31:03|
3471|5600798|160|85122099|121|PS|XIX||2025-11-14 16:30:06|
3471|5600798|160|87089999|214|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
1925|5700218|160|73181606|35|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
3471|5600792|160|73181599|65|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600792|160|87089999|202|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600860|160|39269099|8|XP|S3|U|2025-11-14 16:30:07|
1925|5700240|160|85269299|17|XP|D1|U|2025-11-13 11:24:02|
3471|5600792|160|39269029|14|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5700367|160|39263002|30|EN|U|NOM-050-SCFI-2004|2025-11-21 18:30:05|
3471|5600895|160|85182202|38|EN|X|NOM-032-ENER-2013|2025-11-15 11:53:02|
1925|5700240|160|87083099|30|EN|X|NOM-050-SCFI-2004|2025-11-13 11:24:02|
3471|5600866|160|39235001|3|PS|XIX||2025-11-14 16:09:02|
3471|5600858|160|87082999|39|PS|XIX||2025-11-14 17:16:03|
1925|5700200|160|85122002|34|EN|X|NOM-024-SCFI-2013|2025-11-13 10:25:05|
1925|5700240|160|87089999|76|EN|X|NOM-050-SCFI-2004|2025-11-13 11:24:02|
1925|5700369|160|40169901|87|PS|XIX||2025-11-21 18:50:03|
1925|5700218|160|73181599|17|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
3471|5600798|160|39191001|3|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
1905|5017408|160|98020019|15|PS|XIX||2025-11-14 18:36:06|
3471|5600858|160|87089999|88|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
3471|5600861|160|73269099|4|XP|T3|U|2025-11-14 16:09:03|
3471|5600796|160|87082999|59|PS|XIX||2025-11-14 17:16:03|
3471|5600798|160|87082922|143|PS|XIX||2025-11-14 16:30:06|
3471|5600864|160|85044099|25|PS|XIX||2025-11-14 16:48:03|
1925|5700343|160|87089203|15|EN|X|NOM-050-SCFI-2004|2025-11-22 10:57:01|
3471|5600858|160|85122099|24|PS|XIX||2025-11-14 17:16:03|
1925|5700236|160|87089999|30|EN|X|NOM-050-SCFI-2004|2025-11-13 10:49:01|
3471|5600858|160|73181599|11|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
3471|5600792|160|73181599|55|EC|1||2025-11-14 17:05:01|
1925|5001386|160|87082999|164|PS|XIX||2025-11-13 13:04:02|
3471|5600895|160|39269099|6|EN|X|NOM-050-SCFI-2004|2025-11-15 11:53:02|
3471|5600778|160|98020019|70|EC|1||2025-11-21 18:31:03|
1925|5700232|160|87082999|11|PS|XIX||2025-11-13 09:50:05|
3471|5600798|160|73269099|110|XP|T9|U|2025-11-14 16:30:06|
3471|5600794|160|39269099|4|XP|S1|U|2025-11-14 15:50:01|
3471|5600867|160|73269099|2|XP|T9|U|2025-11-14 16:09:02|
1925|5700240|160|39263002|54|PS|XIX||2025-11-13 11:24:02|
3471|5600796|160|39269099|2|EN|U|NOM-002-CONAGUA-2021|2025-11-14 17:16:03|
1925|5700240|160|87089999|58|EN|X|NOM-050-SCFI-2004|2025-11-13 11:24:02|
1925|5700232|160|87089999|10|EN|X|NOM-050-SCFI-2004|2025-11-13 09:50:05|
1925|5700335|160|39269099|28|XP|A1|U|2025-11-21 12:21:01|
3471|5600864|160|73269099|21|XP|T3|U|2025-11-14 16:48:03|
1925|5700236|160|39269099|32|XP|S3|U|2025-11-13 10:49:01|
1925|5001388|160|84833004|92|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
1925|5001386|160|87085099|197|PS|XIX||2025-11-13 13:04:02|
1925|5100827|160|39269099|90|XP|S1|U|2025-11-12 16:35:05|
3471|5600792|160|85365099|118|EN|U|NOM-003-SCFI-2014|2025-11-14 17:05:01|
1925|5700361|160|87082999|56|PS|XIX||2025-11-21 13:26:01|
3471|5600798|160|39269099|32|XP|A1|U|2025-11-14 16:30:06|
1925|5001386|160|87082999|196|PS|XIX||2025-11-13 13:04:02|
1925|5700200|160|87082201|75|PS|XIX||2025-11-13 10:25:05|
1925|5001395|160|73269099|1|XP|T1|U|2025-11-13 11:32:04|
3471|5600798|160|73181599|56|EC|1||2025-11-14 16:30:06|
1925|5001390|160|85182202|52|EN|E|NOM-024-SCFI-2013|2025-11-13 13:04:03|
1925|5001386|160|73181599|22|EC|1||2025-11-13 13:04:02|
3471|5600862|160|73262006|132|EN|U|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5700369|160|39269099|56|XP|S1|U|2025-11-21 18:50:03|
3471|5600861|160|73269099|4|XP|T9|U|2025-11-14 16:09:03|
1925|5700240|160|87089999|44|EN|X|NOM-050-SCFI-2004|2025-11-13 11:24:02|
1925|5001388|160|87082999|63|PS|XIX||2025-11-13 13:04:02|
3471|5600860|160|70091099|23|EN|U|NOM-024-SCFI-2013|2025-11-14 16:30:07|
1925|5001390|160|87089203|5|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:03|
3471|5600796|160|87082999|56|PS|XIX||2025-11-14 17:16:03|
1925|5700359|160|85182202|41|EN|U|NOM-001-SCFI-2018|2025-11-21 11:54:06|
3471|5600862|160|73182102|113|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600796|160|87082999|37|PS|XIX||2025-11-14 17:16:03|
3471|5600798|160|40093205|43|EN|U|NOM-209-SCFI-2017|2025-11-14 16:30:06|
1925|5700218|160|87089999|68|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5700218|160|73181599|24|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
3471|5600866|160|39263002|4|PS|XIX||2025-11-14 16:09:02|
3471|5600860|160|85365099|40|EN|X|NOM-024-SCFI-2013|2025-11-14 16:30:07|
1925|5001388|160|39269099|88|XP|A1|U|2025-11-13 13:04:02|
3471|5600778|160|87082999|163|PS|XIX||2025-11-21 18:31:03|
3471|5600862|160|39269099|33|XP|S3|U|2025-11-14 16:48:01|
1925|5700225|160|73269099|2|XP|T9|U|2025-11-12 18:30:04|
1925|5700228|160|87082999|3|PS|XIX||2025-11-13 09:35:05|
1925|5700228|160|84152001|12|EN|X|NOM-050-SCFI-2004|2025-11-13 09:35:05|
1925|5700226|160|39269099|119|XP|S1|U|2025-11-12 18:32:01|
3471|5600792|160|87088007|182|PS|XIX||2025-11-14 17:05:01|
3471|5600778|160|87089999|283|EN|X|NOM-050-SCFI-2004|2025-11-21 18:31:03|
3471|5600860|160|39269029|5|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:07|
1925|5001386|160|73181599|30|EC|1||2025-11-13 13:04:02|
3471|5600798|160|83100099|113|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
3471|5600792|160|39269099|21|XP|S3|U|2025-11-14 17:05:01|
3471|5600792|160|73181599|61|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5700218|160|73181599|31|EC|1||2025-11-13 10:05:03|
3471|5600798|160|73181599|59|EC|1||2025-11-14 16:30:06|
3471|5600792|160|73181606|76|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5700357|160|73181599|12|EN|X|NOM-050-SCFI-2004|2025-11-21 11:53:02|
1925|5700218|160|39269099|191|XP|A1|U|2025-11-13 10:05:03|
1925|5700238|160|87089904|125|PS|XIX||2025-11-13 14:41:01|
3471|5600862|160|73181599|90|EC|1||2025-11-14 16:48:01|
1925|5700200|160|87082999|23|PS|XIX||2025-11-13 10:25:05|
1925|5100825|160|70091099|84|PS|XIX||2025-11-12 16:35:02|
3471|5600860|160|73181599|25|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:07|
1925|5700359|160|87082999|8|PS|XIX||2025-11-21 11:54:06|
3471|5600792|160|73181606|77|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5001386|160|87089999|131|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
1925|5001390|160|87087099|65|EN|X|NOM-086-1-SCFI-2020|2025-11-13 13:04:03|
1925|5700240|160|87085099|29|EN|X|NOM-050-SCFI-2004|2025-11-13 11:24:02|
3471|5600792|160|39269099|19|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600796|160|87082999|89|PS|XIX||2025-11-14 17:16:03|
3471|5600862|160|73181599|58|EC|1||2025-11-14 16:48:01|
3471|5600798|160|84818022|116|EN|U|NOM-002-CONAGUA-2021|2025-11-14 16:30:06|
1925|5700357|160|87089999|81|EN|X|NOM-050-SCFI-2004|2025-11-21 11:53:02|
1905|5017408|160|98020019|8|EC|1||2025-11-14 18:36:06|
1925|5100827|160|87082999|33|PS|XIX||2025-11-12 16:35:05|
1925|5700204|160|39269099|15|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
3471|5600796|160|87082999|84|PS|XIX||2025-11-14 17:16:03|
1925|5100825|160|39263002|17|PS|XIX||2025-11-12 16:35:02|
3471|5600799|160|73269099|5|XP|T1|U|2025-11-14 15:49:03|
3471|5600778|160|39269099|10|EN|U|NOM-002-CONAGUA-2021|2025-11-21 18:31:03|
1925|5700204|160|39269099|85|EN|U|NOM-002-CONAGUA-2021|2025-11-13 10:37:02|
3471|5600798|160|87082999|166|PS|XIX||2025-11-14 16:30:06|
3471|5600796|160|87082999|43|PS|XIX||2025-11-14 17:16:03|
1925|5700218|160|73181599|29|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
3471|5600798|160|87082999|149|PS|XIX||2025-11-14 16:30:06|
3471|5600792|160|39269099|19|XP|S1|U|2025-11-14 17:05:01|
1925|5700240|160|85269299|17|PS|XIX||2025-11-13 11:24:02|
1925|5700240|160|39269099|62|EN|X|NOM-050-SCFI-2004|2025-11-13 11:24:02|
3471|5000891|160|73269099|1|XP|T9|U|2025-11-21 23:58:01|
3471|5600792|160|39269099|20|XP|S1|U|2025-11-14 17:05:01|
1925|5100824|160|73269099|1|XP|T1|U|2025-11-12 16:35:04|
1925|5700204|160|39269099|122|EN|U|NOM-002-CONAGUA-2021|2025-11-13 10:37:02|
1925|5001386|160|73269099|111|XP|T1|U|2025-11-13 13:04:02|
1925|5100823|160|39269099|206|XP|S1|U|2025-11-12 16:31:00|
3471|5600866|160|87082201|34|PS|XIX||2025-11-14 16:09:02|
1925|5700355|160|87088007|58|PS|XIX||2025-11-20 11:41:02|
3471|5600866|160|87082999|84|PS|XIX||2025-11-14 16:09:02|
3471|5600862|160|87082101|178|EN|X|NOM-119-SCFI-2000|2025-11-14 16:48:01|
3471|5600799|160|73269099|10|XP|T9|U|2025-11-14 15:49:03|
1925|5700200|160|87082999|68|PS|XIX||2025-11-13 10:25:05|
3471|5600866|160|85269299|22|EN|U|NOM-001-SCFI-2018|2025-11-14 16:09:02|
3471|5600862|160|39269099|30|XP|S1|U|2025-11-14 16:48:01|
3471|5600864|160|84213199|23|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:03|
3471|5600865|160|73269099|1|XP|T3|U|2025-11-14 16:48:02|
1925|5700355|160|73181599|11|EN|X|NOM-050-SCFI-2004|2025-11-20 11:41:02|
1925|5001388|160|87082999|103|PS|XIX||2025-11-13 13:04:02|
1925|5100827|160|87089999|172|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:05|
3471|5600864|160|87082999|55|PS|XIX||2025-11-14 16:48:03|
3471|5600895|160|87082999|51|PS|XIX||2025-11-15 11:53:02|
1925|5001390|160|73269099|28|XP|T9|U|2025-11-13 13:04:03|
1925|5700204|160|87089412|39|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
3471|5600778|160|39269099|14|XP|A1|U|2025-11-21 18:31:03|
1925|5700240|160|39263002|53|EN|U|NOM-050-SCFI-2004|2025-11-13 11:24:02|
3471|5600866|160|87082999|71|PS|XIX||2025-11-14 16:09:02|
3471|5600792|160|73181599|70|EC|1||2025-11-14 17:05:01|
3471|5600862|160|73181599|75|EC|1||2025-11-14 16:48:01|
1925|5700242|160|73181504|55|PS|XIX||2025-11-13 11:23:02|
1925|5700238|160|73182291|52|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
3471|5600863|160|73269099|8|XP|T3|U|2025-11-14 16:10:03|
1925|5700208|160|84152001|15|EN|X|NOM-050-SCFI-2004|2025-11-13 11:04:05|
1925|5700355|160|87089999|181|EN|X|NOM-050-SCFI-2004|2025-11-20 11:41:02|
1925|5700200|160|87089999|10|EN|X|NOM-050-SCFI-2004|2025-11-13 10:25:05|
1925|5100827|160|40169901|1|PS|XIX||2025-11-12 16:35:05|
3471|5600864|160|87082999|67|PS|XIX||2025-11-14 16:48:03|
3471|5600798|160|73181599|75|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
1925|5700230|160|87082999|14|PS|XIX||2025-11-13 09:40:03|
3471|5600797|160|73269099|2|XP|T3|U|2025-11-14 17:05:02|
1925|5700331|160|73181599|11|EN|X|NOM-050-SCFI-2004|2025-11-21 12:15:02|
3471|5600798|160|73182403|98|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
3471|5600863|160|73269099|6|XP|T1|U|2025-11-14 16:10:03|
1925|5001392|160|87082101|46|EN|X|NOM-119-SCFI-2000|2025-11-13 13:04:03|
3471|5600863|160|73269099|9|XP|T3|U|2025-11-14 16:10:03|
1925|5001386|160|73181599|8|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
1925|5001390|160|87082999|62|PS|XIX||2025-11-13 13:04:03|
3471|5600862|160|39269099|31|EN|U|NOM-002-CONAGUA-2021|2025-11-14 16:48:01|
1925|5700236|160|84833004|23|EN|X|NOM-050-SCFI-2004|2025-11-13 10:49:01|
3471|5600767|160|73269099|6|XP|T9|U|2025-11-21 15:26:02|
3471|5600792|160|85182202|115|EN|X|NOM-032-ENER-2013|2025-11-14 17:05:01|
1925|5700226|160|87089203|29|EN|X|NOM-050-SCFI-2004|2025-11-12 18:32:01|
3471|5600862|160|73181599|54|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600796|160|87089203|107|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
1925|5100824|160|73181599|9|EN|ENOM|NOM-050-SCFI-2004|2025-11-12 16:35:04|
3471|5600798|160|84152001|115|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
1925|5700356|160|56090002|1|EX|31||2025-11-21 11:51:02|
3471|5600798|160|39269099|34|XP|S1|U|2025-11-14 16:30:06|
3471|5600792|160|85365099|123|EN|U|NOM-003-SCFI-2014|2025-11-14 17:05:01|
1925|5001388|160|85365099|37|EN|U|NOM-024-SCFI-2013|2025-11-13 13:04:02|
3471|5600796|160|39269099|2|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
1925|5700218|160|85044099|199|PS|XIX||2025-11-13 10:05:03|
3471|5600794|160|39269099|9|EN|U|NOM-002-CONAGUA-2021|2025-11-14 15:50:01|
3471|5600792|160|39263002|11|PS|XIX||2025-11-14 17:05:01|
1925|5001386|160|87082999|166|PS|XIX||2025-11-13 13:04:02|
3471|5600778|160|85044099|122|EN|ENOM|NOM-058-SCFI-2017|2025-11-21 18:31:03|
1925|5700228|160|84213199|2|EN|X|NOM-050-SCFI-2004|2025-11-13 09:35:05|
1925|5700218|160|39269099|191|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5001386|160|85443099|98|EN|X|NOM-024-SCFI-2013|2025-11-13 13:04:02|
1925|5700240|160|39269099|62|XP|S3|U|2025-11-13 11:24:02|
1925|5001386|160|87085099|95|PS|XIX||2025-11-13 13:04:02|
3471|5600792|160|39269099|16|EN|U|NOM-002-CONAGUA-2021|2025-11-14 17:05:01|
1925|5700365|160|87082999|14|PS|XIX||2025-11-21 13:40:02|
3471|5600792|160|83023091|96|PS|XIX||2025-11-14 17:05:01|
3043|5003534|523|56090002|1|MA| ||2025-11-14 09:51:01|
3471|5600792|160|73181599|66|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600858|160|87089999|80|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
3471|5600858|160|87088007|61|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
3471|5600796|160|87082999|54|PS|XIX||2025-11-14 17:16:03|
3471|5600792|160|85371004|126|PS|XIX||2025-11-14 17:05:01|
3471|5600864|160|87082999|56|PS|XIX||2025-11-14 16:48:03|
3471|5600778|160|87082999|207|PS|XIX||2025-11-21 18:31:03|
1925|5700242|160|87082999|13|PS|XIX||2025-11-13 11:23:02|
1925|5700238|160|39269099|166|EN|U|NOM-002-CONAGUA-2021|2025-11-13 14:41:01|
1925|5700240|160|85365099|42|EN|U|NOM-003-SCFI-2014|2025-11-13 11:24:02|
3471|5600862|160|73269099|135|XP|T9|U|2025-11-14 16:48:01|
1925|5001390|160|39269099|45|XP|A1|U|2025-11-13 13:04:03|
3471|5600864|160|39269099|8|EN|U|NOM-002-CONAGUA-2021|2025-11-14 16:48:03|
3471|5600778|160|98020019|156|EC|1||2025-11-21 18:31:03|
1925|5700238|160|87089999|95|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
3471|5600798|160|73181599|58|EC|1||2025-11-14 16:30:06|
3471|5600865|160|73269099|1|XP|T1|U|2025-11-14 16:48:02|
3471|5600798|160|84833004|117|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
3471|5600862|160|73182403|126|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5001394|160|73182102|48|EN|X|NOM-050-SCFI-2004|2025-11-13 11:32:07|
3471|5600860|160|40169901|18|PS|XIX||2025-11-14 16:30:07|
1925|5700218|160|87089999|159|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5700331|160|73181599|21|EC|1||2025-11-21 12:15:02|
1925|5001392|160|87088009|38|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:03|
1925|5100825|160|85365099|78|EN|U|NOM-003-SCFI-2014|2025-11-12 16:35:02|
3471|5600794|160|39269099|7|XP|A1|U|2025-11-14 15:50:01|
3471|5600798|160|83082001|112|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
1925|5700238|160|85365099|133|EN|X|NOM-024-SCFI-2013|2025-11-13 14:41:01|
1925|5001388|160|85124001|136|EN|X|NOM-024-SCFI-2013|2025-11-13 13:04:02|
1925|5700355|160|87082999|52|PS|XIX||2025-11-20 11:41:02|
3471|5600792|160|87089999|195|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600860|160|85182202|38|EN|U|NOM-208-SCFI-2016|2025-11-14 16:30:07|
3471|5600796|160|87082999|90|PS|XIX||2025-11-14 17:16:03|
1925|5700218|160|87088099|90|PS|XIX||2025-11-13 10:05:03|
3471|5600895|160|39269099|9|EN|X|NOM-050-SCFI-2004|2025-11-15 11:53:02|
3471|5600792|160|39263002|12|PS|XIX||2025-11-14 17:05:01|
3471|5600860|160|87082999|58|PS|XIX||2025-11-14 16:30:07|
3471|5600865|160|73269099|2|XP|T3|U|2025-11-14 16:48:02|
1925|5700333|160|87082201|11|PS|XIX||2025-11-21 12:20:02|
1925|5001386|160|87089999|108|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
1925|5700218|160|39269099|134|EN|U|NOM-002-CONAGUA-2021|2025-11-13 10:05:03|
1925|5001386|160|84213199|1|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
3471|5600796|160|87081099|19|PS|XIX||2025-11-14 17:16:03|
1925|5700218|160|90328999|169|PS|XIX||2025-11-13 10:05:03|
3471|5600862|160|73269099|140|XP|T1|U|2025-11-14 16:48:01|
1925|5700369|160|85182202|40|EN|U|NOM-001-SCFI-2018|2025-11-21 18:50:03|
1925|5700230|160|87089999|2|EN|X|NOM-050-SCFI-2004|2025-11-13 09:40:03|
3471|5600794|160|39269099|10|XP|A1|U|2025-11-14 15:50:01|
1925|5700218|160|87089999|131|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
3471|5600895|160|87087099|89|EN|U|NOM-050-SCFI-2004|2025-11-15 11:53:02|
1925|5700218|160|73181599|25|EC|1||2025-11-13 10:05:03|
1925|5700218|160|73181599|12|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
3471|5600860|160|87087006|87|PS|XIX||2025-11-14 16:30:07|
3471|5600792|160|87089999|204|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5700369|160|39269099|90|XP|S1|U|2025-11-21 18:50:03|
3471|5600792|160|87082101|135|EN|X|NOM-119-SCFI-2000|2025-11-14 17:05:01|
1925|5001390|160|39269099|45|XP|S3|U|2025-11-13 13:04:03|
3471|5600792|160|39269099|19|XP|A1|U|2025-11-14 17:05:01|
1925|5001386|160|73181599|24|EC|1||2025-11-13 13:04:02|
1925|5100825|160|87082999|12|PS|XIX||2025-11-12 16:35:02|
3471|5600794|160|73269099|24|XP|T9|U|2025-11-14 15:50:01|
3471|5600777|160|73269099|5|XP|T3|U|2025-11-21 12:26:02|
1925|5001386|160|39269099|127|EN|X|NOM-002-CONAGUA-2021|2025-11-13 13:04:02|
3471|5600792|160|73181599|73|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5700204|160|84833004|117|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
3471|5600895|160|39269099|7|XP|S1|U|2025-11-15 11:53:02|
